[2026-07-06 20:53:57] Memory extraction started: total_records=30 output_root=/home/bowenzheng/projects/DimMemTest-test/DimMem/results/memories/run_baseline
[2026-07-06 20:53:57] [record 1/30] question_id=knowledge-update/031748ae_abs | start | done=0 failed=0 skipped=0
[2026-07-06 21:32:03] [record 4/30] question_id=knowledge-update/0977f2af | window 14/20 | done ok=True memories=8 elapsed=42.22s
[2026-07-06 21:32:03] [record 4/30] question_id=knowledge-update/0977f2af | window 15/20 (window_index=14) | start
[2026-07-06 21:32:03] [record 4/30] question_id=knowledge-update/0977f2af | window 15/20 | attempt 1/5
[2026-07-06 21:32:25] [record 4/30] question_id=knowledge-update/0977f2af | window 15/20 | done ok=True memories=9 elapsed=21.75s
[2026-07-06 21:32:25] [record 4/30] question_id=knowledge-update/0977f2af | window 16/20 (window_index=15) | start
[2026-07-06 21:32:25] [record 4/30] question_id=knowledge-update/0977f2af | window 16/20 | attempt 1/5
[2026-07-06 21:33:12] [record 4/30] question_id=knowledge-update/0977f2af | window 16/20 | done ok=True memories=16 elapsed=46.62s
[2026-07-06 21:33:12] [record 4/30] question_id=knowledge-update/0977f2af | window 17/20 (window_index=16) | start
[2026-07-06 21:33:12] [record 4/30] question_id=knowledge-update/0977f2af | window 17/20 | attempt 1/5
[2026-07-06 21:33:40] [record 4/30] question_id=knowledge-update/0977f2af | window 17/20 | done ok=True memories=8 elapsed=28.47s
[2026-07-06 21:33:40] [record 4/30] question_id=knowledge-update/0977f2af | window 18/20 (window_index=17) | start
[2026-07-06 21:33:40] [record 4/30] question_id=knowledge-update/0977f2af | window 18/20 | attempt 1/5
[2026-07-06 21:34:08] [record 4/30] question_id=knowledge-update/0977f2af | window 18/20 | done ok=True memories=10 elapsed=28.14s
[2026-07-06 21:34:08] [record 4/30] question_id=knowledge-update/0977f2af | window 19/20 (window_index=18) | start
[2026-07-06 21:34:08] [record 4/30] question_id=knowledge-update/0977f2af | window 19/20 | attempt 1/5
[2026-07-06 21:34:30] [record 4/30] question_id=knowledge-update/0977f2af | window 19/20 | done ok=True memories=8 elapsed=21.65s
[2026-07-06 21:34:30] [record 4/30] question_id=knowledge-update/0977f2af | window 20/20 (window_index=19) | start
[2026-07-06 21:34:30] [record 4/30] question_id=knowledge-update/0977f2af | window 20/20 | attempt 1/5
[2026-07-06 21:34:43] [record 4/30] question_id=knowledge-update/0977f2af | window 20/20 | done ok=True memories=3 elapsed=12.92s
[2026-07-06 21:34:43] [record 4/30] question_id=knowledge-update/0977f2af | finished | ok_windows=20/20 | total_memories=162
[2026-07-06 21:34:43] [record 4/30] question_id=knowledge-update/0977f2af | record done | done=4/30 failed=0 skipped=0
[2026-07-06 21:34:43] [record 5/30] question_id=knowledge-update/618f13b2 | start | done=4 failed=0 skipped=0
[2026-07-06 21:34:43] [record 5/30] question_id=knowledge-update/618f13b2 | windows=21 | start extraction
[2026-07-06 21:34:43] [record 5/30] question_id=knowledge-update/618f13b2 | window 1/21 (window_index=0) | start
[2026-07-06 21:34:43] [record 5/30] question_id=knowledge-update/618f13b2 | window 1/21 | attempt 1/5
[2026-07-06 21:34:59] [record 5/30] question_id=knowledge-update/618f13b2 | window 1/21 | done ok=True memories=6 elapsed=16.33s
[2026-07-06 21:34:59] [record 5/30] question_id=knowledge-update/618f13b2 | window 2/21 (window_index=1) | start
[2026-07-06 21:34:59] [record 5/30] question_id=knowledge-update/618f13b2 | window 2/21 | attempt 1/5
[2026-07-06 21:35:49] [record 5/30] question_id=knowledge-update/618f13b2 | window 2/21 | done ok=True memories=15 elapsed=49.56s
[2026-07-06 21:35:49] [record 5/30] question_id=knowledge-update/618f13b2 | window 3/21 (window_index=2) | start
[2026-07-06 21:35:49] [record 5/30] question_id=knowledge-update/618f13b2 | window 3/21 | attempt 1/5
[2026-07-06 21:36:18] [record 5/30] question_id=knowledge-update/618f13b2 | window 3/21 | done ok=True memories=9 elapsed=29.83s
[2026-07-06 21:36:18] [record 5/30] question_id=knowledge-update/618f13b2 | window 4/21 (window_index=3) | start
[2026-07-06 21:36:18] [record 5/30] question_id=knowledge-update/618f13b2 | window 4/21 | attempt 1/5
[2026-07-06 21:36:49] [record 5/30] question_id=knowledge-update/618f13b2 | window 4/21 | done ok=True memories=9 elapsed=30.98s
[2026-07-06 21:36:49] [record 5/30] question_id=knowledge-update/618f13b2 | window 5/21 (window_index=4) | start
[2026-07-06 21:36:49] [record 5/30] question_id=knowledge-update/618f13b2 | window 5/21 | attempt 1/5
[2026-07-06 21:37:26] [record 5/30] question_id=knowledge-update/618f13b2 | window 5/21 | done ok=True memories=2 elapsed=36.37s
[2026-07-06 21:37:26] [record 5/30] question_id=knowledge-update/618f13b2 | window 6/21 (window_index=5) | start
[2026-07-06 21:37:26] [record 5/30] question_id=knowledge-update/618f13b2 | window 6/21 | attempt 1/5
[2026-07-06 21:37:53] [record 5/30] question_id=knowledge-update/618f13b2 | window 6/21 | done ok=True memories=4 elapsed=27.12s
[2026-07-06 21:37:53] [record 5/30] question_id=knowledge-update/618f13b2 | window 7/21 (window_index=6) | start
[2026-07-06 21:37:53] [record 5/30] question_id=knowledge-update/618f13b2 | window 7/21 | attempt 1/5
[2026-07-06 21:38:16] [record 5/30] question_id=knowledge-update/618f13b2 | window 7/21 | done ok=True memories=10 elapsed=23.27s
[2026-07-06 21:38:16] [record 5/30] question_id=knowledge-update/618f13b2 | window 8/21 (window_index=7) | start
[2026-07-06 21:38:16] [record 5/30] question_id=knowledge-update/618f13b2 | window 8/21 | attempt 1/5
[2026-07-06 21:38:46] [record 5/30] question_id=knowledge-update/618f13b2 | window 8/21 | done ok=True memories=11 elapsed=30.14s
[2026-07-06 21:38:46] [record 5/30] question_id=knowledge-update/618f13b2 | window 9/21 (window_index=8) | start
[2026-07-06 21:38:46] [record 5/30] question_id=knowledge-update/618f13b2 | window 9/21 | attempt 1/5
[2026-07-06 21:39:30] [record 5/30] question_id=knowledge-update/618f13b2 | window 9/21 | done ok=True memories=6 elapsed=43.25s
[2026-07-06 21:39:30] [record 5/30] question_id=knowledge-update/618f13b2 | window 10/21 (window_index=9) | start
[2026-07-06 21:39:30] [record 5/30] question_id=knowledge-update/618f13b2 | window 10/21 | attempt 1/5
[2026-07-06 21:40:07] [record 5/30] question_id=knowledge-update/618f13b2 | window 10/21 | done ok=True memories=8 elapsed=37.79s
[2026-07-06 21:40:07] [record 5/30] question_id=knowledge-update/618f13b2 | window 11/21 (window_index=10) | start
[2026-07-06 21:40:07] [record 5/30] question_id=knowledge-update/618f13b2 | window 11/21 | attempt 1/5
[2026-07-06 21:40:35] [record 5/30] question_id=knowledge-update/618f13b2 | window 11/21 | done ok=True memories=8 elapsed=27.21s
[2026-07-06 21:40:35] [record 5/30] question_id=knowledge-update/618f13b2 | window 12/21 (window_index=11) | start
[2026-07-06 21:40:35] [record 5/30] question_id=knowledge-update/618f13b2 | window 12/21 | attempt 1/5
[2026-07-06 21:40:59] [record 5/30] question_id=knowledge-update/618f13b2 | window 12/21 | done ok=True memories=5 elapsed=24.54s
[2026-07-06 21:40:59] [record 5/30] question_id=knowledge-update/618f13b2 | window 13/21 (window_index=12) | start
[2026-07-06 21:40:59] [record 5/30] question_id=knowledge-update/618f13b2 | window 13/21 | attempt 1/5
[2026-07-06 21:41:19] [record 5/30] question_id=knowledge-update/618f13b2 | window 13/21 | done ok=True memories=5 elapsed=20.32s
[2026-07-06 21:41:19] [record 5/30] question_id=knowledge-update/618f13b2 | window 14/21 (window_index=13) | start
[2026-07-06 21:41:19] [record 5/30] question_id=knowledge-update/618f13b2 | window 14/21 | attempt 1/5
[2026-07-06 21:41:51] [record 5/30] question_id=knowledge-update/618f13b2 | window 14/21 | done ok=True memories=5 elapsed=31.47s
[2026-07-06 21:41:51] [record 5/30] question_id=knowledge-update/618f13b2 | window 15/21 (window_index=14) | start
[2026-07-06 21:41:51] [record 5/30] question_id=knowledge-update/618f13b2 | window 15/21 | attempt 1/5
[2026-07-06 21:42:19] [record 5/30] question_id=knowledge-update/618f13b2 | window 15/21 | done ok=True memories=7 elapsed=28.30s
[2026-07-06 21:42:19] [record 5/30] question_id=knowledge-update/618f13b2 | window 16/21 (window_index=15) | start
[2026-07-06 21:42:19] [record 5/30] question_id=knowledge-update/618f13b2 | window 16/21 | attempt 1/5
[2026-07-06 21:43:05] [record 5/30] question_id=knowledge-update/618f13b2 | window 16/21 | done ok=True memories=11 elapsed=46.18s
[2026-07-06 21:43:05] [record 5/30] question_id=knowledge-update/618f13b2 | window 17/21 (window_index=16) | start
[2026-07-06 21:43:05] [record 5/30] question_id=knowledge-update/618f13b2 | window 17/21 | attempt 1/5
[2026-07-06 21:43:31] [record 5/30] question_id=knowledge-update/618f13b2 | window 17/21 | done ok=True memories=5 elapsed=25.32s
[2026-07-06 21:43:31] [record 5/30] question_id=knowledge-update/618f13b2 | window 18/21 (window_index=17) | start
[2026-07-06 21:43:31] [record 5/30] question_id=knowledge-update/618f13b2 | window 18/21 | attempt 1/5
[2026-07-06 21:43:52] [record 5/30] question_id=knowledge-update/618f13b2 | window 18/21 | done ok=True memories=6 elapsed=20.78s
[2026-07-06 21:43:52] [record 5/30] question_id=knowledge-update/618f13b2 | window 19/21 (window_index=18) | start
[2026-07-06 21:43:52] [record 5/30] question_id=knowledge-update/618f13b2 | window 19/21 | attempt 1/5
[2026-07-06 21:44:35] [record 5/30] question_id=knowledge-update/618f13b2 | window 19/21 | done ok=True memories=9 elapsed=43.01s
[2026-07-06 21:44:35] [record 5/30] question_id=knowledge-update/618f13b2 | window 20/21 (window_index=19) | start
[2026-07-06 21:44:35] [record 5/30] question_id=knowledge-update/618f13b2 | window 20/21 | attempt 1/5
[2026-07-06 21:45:02] [record 5/30] question_id=knowledge-update/618f13b2 | window 20/21 | done ok=True memories=4 elapsed=27.05s
[2026-07-06 21:45:02] [record 5/30] question_id=knowledge-update/618f13b2 | window 21/21 (window_index=20) | start
[2026-07-06 21:45:02] [record 5/30] question_id=knowledge-update/618f13b2 | window 21/21 | attempt 1/5
[2026-07-06 21:45:24] [record 5/30] question_id=knowledge-update/618f13b2 | window 21/21 | done ok=True memories=1 elapsed=21.96s
[2026-07-06 21:45:24] [record 5/30] question_id=knowledge-update/618f13b2 | finished | ok_windows=21/21 | total_memories=146
[2026-07-06 21:45:24] [record 5/30] question_id=knowledge-update/618f13b2 | record done | done=5/30 failed=0 skipped=0
[2026-07-06 21:45:24] [record 6/30] question_id=multi-session/88432d0a_abs | start | done=5 failed=0 skipped=0
[2026-07-06 21:45:24] [record 6/30] question_id=multi-session/88432d0a_abs | windows=21 | start extraction
[2026-07-06 21:45:24] [record 6/30] question_id=multi-session/88432d0a_abs | window 1/21 (window_index=0) | start
[2026-07-06 21:45:24] [record 6/30] question_id=multi-session/88432d0a_abs | window 1/21 | attempt 1/5
[2026-07-06 21:46:03] [record 6/30] question_id=multi-session/88432d0a_abs | window 1/21 | done ok=True memories=15 elapsed=39.32s
[2026-07-06 21:46:03] [record 6/30] question_id=multi-session/88432d0a_abs | window 2/21 (window_index=1) | start
[2026-07-06 21:46:03] [record 6/30] question_id=multi-session/88432d0a_abs | window 2/21 | attempt 1/5
[2026-07-06 21:46:43] [record 6/30] question_id=multi-session/88432d0a_abs | window 2/21 | done ok=True memories=10 elapsed=40.50s
[2026-07-06 21:46:43] [record 6/30] question_id=multi-session/88432d0a_abs | window 3/21 (window_index=2) | start
[2026-07-06 21:46:43] [record 6/30] question_id=multi-session/88432d0a_abs | window 3/21 | attempt 1/5
[2026-07-06 21:47:28] [record 6/30] question_id=multi-session/88432d0a_abs | window 3/21 | done ok=True memories=6 elapsed=44.15s
[2026-07-06 21:47:28] [record 6/30] question_id=multi-session/88432d0a_abs | window 4/21 (window_index=3) | start
[2026-07-06 21:47:28] [record 6/30] question_id=multi-session/88432d0a_abs | window 4/21 | attempt 1/5
[2026-07-06 21:48:05] [record 6/30] question_id=multi-session/88432d0a_abs | window 4/21 | done ok=True memories=8 elapsed=37.60s
[2026-07-06 21:48:05] [record 6/30] question_id=multi-session/88432d0a_abs | window 5/21 (window_index=4) | start
[2026-07-06 21:48:05] [record 6/30] question_id=multi-session/88432d0a_abs | window 5/21 | attempt 1/5
[2026-07-06 21:48:56] [record 6/30] question_id=multi-session/88432d0a_abs | window 5/21 | done ok=True memories=14 elapsed=50.46s
[2026-07-06 21:48:56] [record 6/30] question_id=multi-session/88432d0a_abs | window 6/21 (window_index=5) | start
[2026-07-06 21:48:56] [record 6/30] question_id=multi-session/88432d0a_abs | window 6/21 | attempt 1/5
[2026-07-06 21:49:27] [record 6/30] question_id=multi-session/88432d0a_abs | window 6/21 | done ok=True memories=8 elapsed=31.12s
[2026-07-06 21:49:27] [record 6/30] question_id=multi-session/88432d0a_abs | window 7/21 (window_index=6) | start
[2026-07-06 21:49:27] [record 6/30] question_id=multi-session/88432d0a_abs | window 7/21 | attempt 1/5
[2026-07-06 21:49:44] [record 6/30] question_id=multi-session/88432d0a_abs | window 7/21 | done ok=True memories=4 elapsed=16.89s
[2026-07-06 21:49:44] [record 6/30] question_id=multi-session/88432d0a_abs | window 8/21 (window_index=7) | start
[2026-07-06 21:49:44] [record 6/30] question_id=multi-session/88432d0a_abs | window 8/21 | attempt 1/5
[2026-07-06 21:50:21] [record 6/30] question_id=multi-session/88432d0a_abs | window 8/21 | done ok=True memories=16 elapsed=37.24s
[2026-07-06 21:50:21] [record 6/30] question_id=multi-session/88432d0a_abs | window 9/21 (window_index=8) | start
[2026-07-06 21:50:21] [record 6/30] question_id=multi-session/88432d0a_abs | window 9/21 | attempt 1/5
[2026-07-06 21:50:58] [record 6/30] question_id=multi-session/88432d0a_abs | window 9/21 | done ok=True memories=8 elapsed=37.52s
[2026-07-06 21:50:58] [record 6/30] question_id=multi-session/88432d0a_abs | window 10/21 (window_index=9) | start
[2026-07-06 21:50:58] [record 6/30] question_id=multi-session/88432d0a_abs | window 10/21 | attempt 1/5
[2026-07-06 21:51:21] [record 6/30] question_id=multi-session/88432d0a_abs | window 10/21 | done ok=True memories=6 elapsed=22.25s
[2026-07-06 21:51:21] [record 6/30] question_id=multi-session/88432d0a_abs | window 11/21 (window_index=10) | start
[2026-07-06 21:51:21] [record 6/30] question_id=multi-session/88432d0a_abs | window 11/21 | attempt 1/5
[2026-07-06 21:51:59] [record 6/30] question_id=multi-session/88432d0a_abs | window 11/21 | done ok=True memories=8 elapsed=38.10s
[2026-07-06 21:51:59] [record 6/30] question_id=multi-session/88432d0a_abs | window 12/21 (window_index=11) | start
[2026-07-06 21:51:59] [record 6/30] question_id=multi-session/88432d0a_abs | window 12/21 | attempt 1/5
[2026-07-06 21:52:40] [record 6/30] question_id=multi-session/88432d0a_abs | window 12/21 | done ok=True memories=12 elapsed=40.77s
[2026-07-06 21:52:40] [record 6/30] question_id=multi-session/88432d0a_abs | window 13/21 (window_index=12) | start
[2026-07-06 21:52:40] [record 6/30] question_id=multi-session/88432d0a_abs | window 13/21 | attempt 1/5
[2026-07-06 21:53:34] [record 6/30] question_id=multi-session/88432d0a_abs | window 13/21 | done ok=True memories=20 elapsed=54.70s
[2026-07-06 21:53:34] [record 6/30] question_id=multi-session/88432d0a_abs | window 14/21 (window_index=13) | start
[2026-07-06 21:53:34] [record 6/30] question_id=multi-session/88432d0a_abs | window 14/21 | attempt 1/5
[2026-07-06 21:53:57] [record 6/30] question_id=multi-session/88432d0a_abs | window 14/21 | done ok=True memories=2 elapsed=23.02s
[2026-07-06 21:53:57] [record 6/30] question_id=multi-session/88432d0a_abs | window 15/21 (window_index=14) | start
[2026-07-06 21:53:57] [record 6/30] question_id=multi-session/88432d0a_abs | window 15/21 | attempt 1/5
[2026-07-06 21:54:14] [record 6/30] question_id=multi-session/88432d0a_abs | window 15/21 | done ok=True memories=6 elapsed=17.02s
[2026-07-06 21:54:14] [record 6/30] question_id=multi-session/88432d0a_abs | window 16/21 (window_index=15) | start
[2026-07-06 21:54:14] [record 6/30] question_id=multi-session/88432d0a_abs | window 16/21 | attempt 1/5
[2026-07-06 21:54:23] [record 6/30] question_id=multi-session/88432d0a_abs | window 16/21 | done ok=True memories=4 elapsed=9.13s
[2026-07-06 21:54:23] [record 6/30] question_id=multi-session/88432d0a_abs | window 17/21 (window_index=16) | start
[2026-07-06 21:54:23] [record 6/30] question_id=multi-session/88432d0a_abs | window 17/21 | attempt 1/5
[2026-07-06 21:55:08] [record 6/30] question_id=multi-session/88432d0a_abs | window 17/21 | done ok=True memories=13 elapsed=44.18s
[2026-07-06 21:55:08] [record 6/30] question_id=multi-session/88432d0a_abs | window 18/21 (window_index=17) | start
[2026-07-06 21:55:08] [record 6/30] question_id=multi-session/88432d0a_abs | window 18/21 | attempt 1/5
[2026-07-06 21:55:59] [record 6/30] question_id=multi-session/88432d0a_abs | window 18/21 | done ok=True memories=9 elapsed=51.22s
[2026-07-06 21:55:59] [record 6/30] question_id=multi-session/88432d0a_abs | window 19/21 (window_index=18) | start
[2026-07-06 21:55:59] [record 6/30] question_id=multi-session/88432d0a_abs | window 19/21 | attempt 1/5
[2026-07-06 21:56:29] [record 6/30] question_id=multi-session/88432d0a_abs | window 19/21 | done ok=True memories=8 elapsed=30.45s
[2026-07-06 21:56:29] [record 6/30] question_id=multi-session/88432d0a_abs | window 20/21 (window_index=19) | start
[2026-07-06 21:56:29] [record 6/30] question_id=multi-session/88432d0a_abs | window 20/21 | attempt 1/5
[2026-07-06 21:57:00] [record 6/30] question_id=multi-session/88432d0a_abs | window 20/21 | done ok=True memories=11 elapsed=30.64s
